fichier,segment_id,t_start_s,t_end_s,duree_ms,label
Audio_16,26,13.0,13.5,500,miction_active
Audio_16,27,13.5,14.0,500,miction_active
Audio_16,28,14.0,14.5,500,miction_active
Audio_16,29,14.5,15.0,500,miction_active
Audio_16,30,15.0,15.5,500,miction_active
Audio_16,31,15.5,16.0,500,miction_active
Audio_16,32,16.0,16.5,500,miction_active
Audio_16,33,16.5,17.0,500,miction_active
Audio_16,34,17.0,17.5,500,miction_active
Audio_16,35,17.5,18.0,500,miction_active
Audio_16,36,18.0,18.5,500,miction_active
Audio_16,37,18.5,19.0,500,miction_active
Audio_16,38,19.0,19.5,500,miction_active
Audio_16,39,19.5,20.0,500,miction_active
Audio_16,40,20.0,20.5,500,miction_active
Audio_16,41,20.5,21.0,500,miction_active
Audio_16,42,21.0,21.5,500,miction_active
Audio_16,43,21.5,22.0,500,miction_active
Audio_16,44,22.0,22.5,500,miction_active
Audio_16,45,22.5,23.0,500,miction_active
Audio_16,46,23.0,23.5,500,miction_active
Audio_16,47,23.5,24.0,500,miction_active
Audio_16,48,24.0,24.5,500,miction_active
Audio_16,49,24.5,25.0,500,miction_active
Audio_16,50,25.0,25.5,500,miction_active
Audio_16,51,25.5,26.0,500,miction_active
Audio_16,52,26.0,26.5,500,miction_active
Audio_16,53,26.5,27.0,500,miction_active
Audio_16,54,27.0,27.5,500,miction_active
Audio_16,55,27.5,28.0,500,miction_active
Audio_16,56,28.0,28.5,500,miction_active
Audio_16,57,28.5,29.0,500,miction_active
Audio_16,58,29.0,29.5,500,miction_active
Audio_16,59,29.5,30.0,500,miction_active
Audio_16,60,30.0,30.5,500,silence
Audio_16,61,30.5,31.0,500,silence
Audio_16,62,31.0,31.5,500,silence
Audio_16,63,31.5,32.0,500,silence
Audio_16,64,32.0,32.5,500,silence
Audio_16,65,32.5,33.0,500,silence
Audio_16,66,33.0,33.5,500,silence
Audio_16,67,33.5,34.0,500,silence
Audio_16,68,34.0,34.5,500,silence
Audio_16,69,34.5,35.0,500,silence
Audio_16,70,35.0,35.5,500,silence
Audio_16,71,35.5,36.0,500,silence
Audio_16,72,36.0,36.5,500,silence
Audio_16,73,36.5,37.0,500,silence
Audio_16,74,37.0,37.5,500,silence
Audio_16,75,37.5,38.0,500,silence
Audio_16,76,38.0,38.5,500,silence
Audio_16,77,38.5,39.0,500,silence
Audio_16,78,39.0,39.5,500,silence
Audio_16,79,39.5,40.0,500,silence
Audio_16,80,40.0,40.5,500,bruit_chasse
Audio_16,81,40.5,41.0,500,bruit_chasse
Audio_16,82,41.0,41.5,500,bruit_chasse
Audio_16,83,41.5,42.0,500,bruit_chasse
Audio_16,84,42.0,42.5,500,bruit_chasse
Audio_17,0,0.0,0.5,500,bruit_ambiant
Audio_17,1,0.5,1.0,500,bruit_ambiant
Audio_17,2,1.0,1.5,500,bruit_ambiant
Audio_17,3,1.5,2.0,500,bruit_ambiant
Audio_17,4,2.0,2.5,500,bruit_ambiant
Audio_17,5,2.5,3.0,500,bruit_ambiant
Audio_17,6,3.0,3.5,500,bruit_ambiant
Audio_17,7,3.5,4.0,500,bruit_ambiant
Audio_17,8,4.0,4.5,500,bruit_ambiant
Audio_17,9,4.5,5.0,500,bruit_ambiant
Audio_17,10,5.0,5.5,500,bruit_ambiant
Audio_17,11,5.5,6.0,500,bruit_ambiant
Audio_17,12,6.0,6.5,500,bruit_ambiant
Audio_17,13,6.5,7.0,500,bruit_ambiant
Audio_17,14,7.0,7.5,500,bruit_ambiant
Audio_17,15,7.5,8.0,500,bruit_ambiant
Audio_17,16,8.0,8.5,500,bruit_ambiant
Audio_17,17,8.5,9.0,500,bruit_ambiant
Audio_17,18,9.0,9.5,500,bruit_ambiant
Audio_17,19,9.5,10.0,500,bruit_ambiant
Audio_17,20,10.0,10.5,500,miction_active
Audio_17,21,10.5,11.0,500,miction_active
Audio_17,22,11.0,11.5,500,miction_active
Audio_17,23,11.5,12.0,500,miction_active
Audio_17,24,12.0,12.5,500,miction_active
Audio_17,25,12.5,13.0,500,miction_active
Audio_17,26,13.0,13.5,500,miction_active
Audio_17,27,13.5,14.0,500,miction_active
Audio_17,28,14.0,14.5,500,miction_active
Audio_17,29,14.5,15.0,500,miction_active
Audio_17,30,15.0,15.5,500,miction_active
Audio_17,31,15.5,16.0,500,miction_active
Audio_17,32,16.0,16.5,500,miction_active
Audio_17,33,16.5,17.0,500,miction_active
Audio_17,34,17.0,17.5,500,miction_active
Audio_17,35,17.5,18.0,500,miction_active
Audio_17,36,18.0,18.5,500,miction_active
Audio_17,37,18.5,19.0,500,miction_active
Audio_17,38,19.0,19.5,500,miction_active
Audio_17,39,19.5,20.0,500,miction_active
Audio_17,40,20.0,20.5,500,miction_active
Audio_17,41,20.5,21.0,500,miction_active
Audio_17,42,21.0,21.5,500,miction_active
Audio_17,43,21.5,22.0,500,miction_active
Audio_17,44,22.0,22.5,500,miction_active
Audio_17,45,22.5,23.0,500,miction_active
Audio_17,46,23.0,23.5,500,miction_active
Audio_17,47,23.5,24.0,500,miction_active
Audio_17,48,24.0,24.5,500,miction_active
Audio_17,49,24.5,25.0,500,miction_active
Audio_17,50,25.0,25.5,500,miction_active
Audio_17,51,25.5,26.0,500,miction_active
Audio_18,0,0.0,0.5,500,bruit_ambiant
Audio_18,1,0.5,1.0,500,bruit_ambiant
Audio_18,2,1.0,1.5,500,bruit_ambiant
Audio_18,3,1.5,2.0,500,bruit_ambiant
Audio_18,4,2.0,2.5,500,bruit_ambiant
Audio_18,5,2.5,3.0,500,bruit_ambiant
Audio_18,6,3.0,3.5,500,bruit_ambiant
Audio_18,7,3.5,4.0,500,bruit_ambiant
Audio_18,8,4.0,4.5,500,bruit_ambiant
Audio_18,9,4.5,5.0,500,bruit_ambiant
Audio_18,10,5.0,5.5,500,bruit_ambiant
Audio_18,11,5.5,6.0,500,bruit_ambiant
Audio_18,12,6.0,6.5,500,bruit_ambiant
Audio_18,13,6.5,7.0,500,bruit_ambiant
Audio_18,14,7.0,7.5,500,bruit_ambiant
Audio_18,15,7.5,8.0,500,bruit_ambiant
Audio_18,16,8.0,8.5,500,bruit_ambiant
Audio_18,17,8.5,9.0,500,bruit_ambiant
Audio_18,18,9.0,9.5,500,bruit_ambiant
Audio_18,19,9.5,10.0,500,bruit_ambiant
Audio_18,20,10.0,10.5,500,bruit_ambiant
Audio_18,21,10.5,11.0,500,bruit_ambiant
Audio_18,22,11.0,11.5,500,bruit_ambiant
Audio_18,23,11.5,12.0,500,bruit_ambiant
Audio_18,24,12.0,12.5,500,miction_active
Audio_18,25,12.5,13.0,500,miction_active
Audio_18,26,13.0,13.5,500,miction_active
Audio_18,27,13.5,14.0,500,miction_active
Audio_18,28,14.0,14.5,500,miction_active
Audio_18,29,14.5,15.0,500,miction_active
Audio_18,30,15.0,15.5,500,miction_active
Audio_18,31,15.5,16.0,500,miction_active
Audio_18,32,16.0,16.5,500,miction_active
Audio_18,33,16.5,17.0,500,miction_active
Audio_18,34,17.0,17.5,500,miction_active
Audio_18,35,17.5,18.0,500,miction_active
Audio_18,36,18.0,18.5,500,miction_active
Audio_18,37,18.5,19.0,500,miction_active
Audio_18,38,19.0,19.5,500,miction_active
Audio_18,39,19.5,20.0,500,miction_active
Audio_18,40,20.0,20.5,500,miction_active
Audio_18,41,20.5,21.0,500,miction_active
Audio_18,42,21.0,21.5,500,miction_active
Audio_18,43,21.5,22.0,500,miction_active
Audio_18,44,22.0,22.5,500,miction_active
Audio_18,45,22.5,23.0,500,miction_active
Audio_18,46,23.0,23.5,500,miction_active
Audio_18,47,23.5,24.0,500,miction_active
Audio_18,48,24.0,24.5,500,miction_active
Audio_18,49,24.5,25.0,500,miction_active
Audio_18,50,25.0,25.5,500,miction_active
Audio_18,51,25.5,26.0,500,miction_active
Audio_18,52,26.0,26.5,500,miction_active
Audio_18,53,26.5,27.0,500,miction_active
Audio_18,54,27.0,27.5,500,miction_active
Audio_18,55,27.5,28.0,500,miction_active
Audio_18,56,28.0,28.5,500,miction_active
Audio_18,57,28.5,29.0,500,miction_active
Audio_18,58,29.0,29.5,500,miction_active
Audio_18,59,29.5,30.0,500,miction_active
Audio_18,60,30.0,30.5,500,miction_active
Audio_18,61,30.5,31.0,500,miction_active
Audio_18,62,31.0,31.5,500,miction_active
Audio_18,63,31.5,32.0,500,miction_active
Audio_18,64,32.0,32.5,500,miction_active
Audio_18,65,32.5,33.0,500,miction_active
Audio_18,66,33.0,33.5,500,miction_active
Audio_18,67,33.5,34.0,500,miction_active
Audio_18,68,34.0,34.5,500,miction_active
Audio_18,69,34.5,35.0,500,miction_active
Audio_18,70,35.0,35.5,500,bruit_chasse
Audio_18,71,35.5,36.0,500,bruit_chasse
Audio_18,72,36.0,36.5,500,bruit_chasse
Audio_18,73,36.5,37.0,500,bruit_chasse
Audio_18,74,37.0,37.5,500,bruit_chasse
Audio_19,0,0.0,0.5,500,silence
Audio_19,1,0.5,1.0,500,silence
Audio_19,2,1.0,1.5,500,silence
Audio_19,3,1.5,2.0,500,silence
Audio_19,4,2.0,2.5,500,silence
Audio_19,5,2.5,3.0,500,silence
Audio_19,6,3.0,3.5,500,silence
Audio_19,7,3.5,4.0,500,silence
Audio_19,8,4.0,4.5,500,silence
Audio_19,9,4.5,5.0,500,silence
Audio_19,10,5.0,5.5,500,silence
Audio_19,11,5.5,6.0,500,silence
Audio_19,12,6.0,6.5,500,silence
Audio_19,13,6.5,7.0,500,silence
Audio_19,14,7.0,7.5,500,silence
Audio_19,15,7.5,8.0,500,silence
Audio_19,16,8.0,8.5,500,silence
Audio_19,17,8.5,9.0,500,silence
Audio_19,18,9.0,9.5,500,silence
Audio_19,19,9.5,10.0,500,silence
Audio_19,20,10.0,10.5,500,miction_active
Audio_19,21,10.5,11.0,500,miction_active
Audio_19,22,11.0,11.5,500,miction_active
Audio_19,23,11.5,12.0,500,miction_active
Audio_19,24,12.0,12.5,500,miction_active
Audio_19,25,12.5,13.0,500,miction_active
Audio_19,26,13.0,13.5,500,miction_active
Audio_19,27,13.5,14.0,500,miction_active
Audio_19,28,14.0,14.5,500,miction_active
Audio_19,29,14.5,15.0,500,miction_active
Audio_19,30,15.0,15.5,500,miction_active
Audio_19,31,15.5,16.0,500,miction_active
Audio_19,32,16.0,16.5,500,miction_active
Audio_19,33,16.5,17.0,500,miction_active
Audio_19,34,17.0,17.5,500,miction_active
Audio_19,35,17.5,18.0,500,miction_active
Audio_19,36,18.0,18.5,500,miction_active
Audio_19,37,18.5,19.0,500,miction_active
Audio_19,38,19.0,19.5,500,silence
Audio_19,39,19.5,20.0,500,silence
Audio_19,40,20.0,20.5,500,silence
Audio_19,41,20.5,21.0,500,silence
Audio_19,42,21.0,21.5,500,silence
Audio_19,43,21.5,22.0,500,silence
Audio_19,44,22.0,22.5,500,silence
Audio_19,45,22.5,23.0,500,silence
Audio_19,46,23.0,23.5,500,bruit_chasse
Audio_19,47,23.5,24.0,500,bruit_chasse
Audio_19,48,24.0,24.5,500,bruit_chasse
Audio_19,49,24.5,25.0,500,bruit_chasse
Audio_19,50,25.0,25.5,500,bruit_chasse
Audio_19,51,25.5,26.0,500,bruit_chasse
Audio_19,52,26.0,26.5,500,bruit_chasse
Audio_19,53,26.5,27.0,500,bruit_chasse
Audio_19,54,27.0,27.5,500,bruit_chasse
Audio_19,55,27.5,28.0,500,bruit_chasse
Audio_19,56,28.0,28.5,500,bruit_chasse
Audio_19,57,28.5,29.0,500,bruit_chasse
Audio_19,58,29.0,29.5,500,bruit_chasse
Audio_19,59,29.5,30.0,500,bruit_chasse
Audio_19,60,30.0,30.5,500,bruit_chasse
Audio_2,0,0.0,0.5,500,bruit_ambiant
Audio_2,1,0.5,1.0,500,bruit_ambiant
Audio_2,2,1.0,1.5,500,bruit_ambiant
Audio_2,3,1.5,2.0,500,bruit_ambiant
Audio_2,4,2.0,2.5,500,bruit_ambiant
Audio_2,5,2.5,3.0,500,bruit_ambiant
Audio_2,6,3.0,3.5,500,bruit_ambiant
Audio_2,7,3.5,4.0,500,bruit_ambiant
Audio_2,8,4.0,4.5,500,bruit_ambiant
Audio_2,9,4.5,5.0,500,bruit_ambiant
Audio_2,10,5.0,5.5,500,bruit_ambiant
Audio_2,11,5.5,6.0,500,bruit_ambiant
Audio_2,12,6.0,6.5,500,bruit_ambiant
Audio_2,13,6.5,7.0,500,bruit_ambiant
Audio_2,14,7.0,7.5,500,bruit_ambiant
Audio_2,15,7.5,8.0,500,bruit_ambiant
Audio_2,16,8.0,8.5,500,bruit_ambiant
Audio_2,17,8.5,9.0,500,bruit_ambiant
Audio_2,18,9.0,9.5,500,bruit_ambiant
Audio_2,19,9.5,10.0,500,bruit_ambiant
Audio_2,20,10.0,10.5,500,bruit_ambiant
Audio_2,21,10.5,11.0,500,bruit_ambiant
Audio_2,22,11.0,11.5,500,bruit_ambiant
Audio_2,23,11.5,12.0,500,bruit_ambiant
Audio_2,24,12.0,12.5,500,miction_active
Audio_2,25,12.5,13.0,500,miction_active
Audio_2,26,13.0,13.5,500,miction_active
Audio_2,27,13.5,14.0,500,miction_active
Audio_2,28,14.0,14.5,500,miction_active
Audio_2,29,14.5,15.0,500,miction_active
Audio_2,30,15.0,15.5,500,miction_active
Audio_2,31,15.5,16.0,500,miction_active
Audio_2,32,16.0,16.5,500,miction_active
Audio_2,33,16.5,17.0,500,miction_active
Audio_2,34,17.0,17.5,500,miction_active
Audio_2,35,17.5,18.0,500,miction_active
Audio_2,36,18.0,18.5,500,miction_active
Audio_2,37,18.5,19.0,500,miction_active
Audio_2,38,19.0,19.5,500,miction_active
Audio_2,39,19.5,20.0,500,miction_active
Audio_2,40,20.0,20.5,500,miction_active
Audio_2,41,20.5,21.0,500,miction_active
Audio_2,42,21.0,21.5,500,miction_active
Audio_2,43,21.5,22.0,500,miction_active
Audio_2,44,22.0,22.5,500,miction_active
Audio_2,45,22.5,23.0,500,miction_active
Audio_2,46,23.0,23.5,500,miction_active
Audio_2,47,23.5,24.0,500,miction_active
Audio_2,48,24.0,24.5,500,miction_active
Audio_2,49,24.5,25.0,500,miction_active
Audio_2,50,25.0,25.5,500,miction_active
Audio_2,51,25.5,26.0,500,miction_active
Audio_2,52,26.0,26.5,500,miction_active
Audio_2,53,26.5,27.0,500,miction_active
Audio_2,54,27.0,27.5,500,miction_active
Audio_2,55,27.5,28.0,500,miction_active
Audio_2,56,28.0,28.5,500,miction_active
Audio_2,57,28.5,29.0,500,miction_active
Audio_2,58,29.0,29.5,500,miction_active
Audio_2,59,29.5,30.0,500,miction_active
Audio_2,60,30.0,30.5,500,miction_active
Audio_2,61,30.5,31.0,500,miction_active
Audio_2,62,31.0,31.5,500,miction_active
Audio_2,63,31.5,32.0,500,miction_active
Audio_2,64,32.0,32.5,500,miction_active
Audio_2,65,32.5,33.0,500,miction_active
Audio_2,66,33.0,33.5,500,miction_active
Audio_2,67,33.5,34.0,500,miction_active
Audio_2,68,34.0,34.5,500,miction_active
Audio_2,69,34.5,35.0,500,miction_active
Audio_2,70,35.0,35.5,500,miction_active
Audio_2,71,35.5,36.0,500,miction_active
Audio_2,72,36.0,36.5,500,miction_active
Audio_2,73,36.5,37.0,500,miction_active
Audio_2,74,37.0,37.5,500,bruit_chasse
Audio_2,75,37.5,38.0,500,bruit_chasse
Audio_2,76,38.0,38.5,500,bruit_chasse
Audio_2,77,38.5,39.0,500,bruit_chasse
Audio_2,78,39.0,39.5,500,bruit_chasse
Audio_2,79,39.5,40.0,500,bruit_chasse
Audio_2,80,40.0,40.5,500,bruit_chasse
Audio_2,81,40.5,41.0,500,bruit_chasse
Audio_2,82,41.0,41.5,500,bruit_chasse
Audio_2,83,41.5,42.0,500,bruit_chasse
Audio_2,84,42.0,42.5,500,bruit_chasse
Audio_2,85,42.5,43.0,500,bruit_chasse
Audio_2,86,43.0,43.5,500,bruit_chasse
Audio_2,87,43.5,44.0,500,bruit_chasse
Audio_2,88,44.0,44.5,500,bruit_chasse
Audio_2,89,44.5,45.0,500,bruit_chasse
Audio_2,90,45.0,45.5,500,bruit_chasse
Audio_2,91,45.5,46.0,500,bruit_chasse
Audio_2,92,46.0,46.5,500,bruit_chasse
Audio_2,93,46.5,47.0,500,bruit_chasse
Audio_2,94,47.0,47.5,500,bruit_chasse
Audio_2,95,47.5,48.0,500,bruit_chasse
Audio_20,0,0.0,0.5,500,bruit_ambiant
Audio_20,1,0.5,1.0,500,bruit_ambiant
Audio_20,2,1.0,1.5,500,bruit_ambiant
Audio_20,3,1.5,2.0,500,bruit_ambiant
Audio_20,4,2.0,2.5,500,bruit_ambiant
Audio_20,5,2.5,3.0,500,bruit_ambiant
Audio_20,6,3.0,3.5,500,bruit_ambiant
Audio_20,7,3.5,4.0,500,bruit_ambiant
Audio_20,8,4.0,4.5,500,bruit_ambiant
Audio_20,9,4.5,5.0,500,bruit_ambiant
Audio_20,10,5.0,5.5,500,bruit_ambiant
Audio_20,11,5.5,6.0,500,bruit_ambiant
Audio_20,12,6.0,6.5,500,bruit_ambiant
Audio_20,13,6.5,7.0,500,bruit_ambiant
Audio_20,14,7.0,7.5,500,bruit_ambiant
Audio_20,15,7.5,8.0,500,bruit_ambiant
Audio_20,16,8.0,8.5,500,bruit_ambiant
Audio_20,17,8.5,9.0,500,bruit_ambiant
Audio_20,18,9.0,9.5,500,bruit_ambiant
Audio_20,19,9.5,10.0,500,bruit_ambiant
Audio_20,20,10.0,10.5,500,bruit_ambiant
Audio_20,21,10.5,11.0,500,bruit_ambiant
Audio_20,22,11.0,11.5,500,bruit_ambiant
Audio_20,23,11.5,12.0,500,bruit_ambiant
Audio_20,24,12.0,12.5,500,bruit_ambiant
Audio_20,25,12.5,13.0,500,bruit_ambiant
Audio_20,26,13.0,13.5,500,bruit_ambiant
Audio_20,27,13.5,14.0,500,bruit_ambiant
Audio_20,28,14.0,14.5,500,bruit_ambiant
Audio_20,29,14.5,15.0,500,bruit_ambiant
Audio_20,30,15.0,15.5,500,bruit_ambiant
Audio_20,31,15.5,16.0,500,bruit_ambiant
Audio_20,32,16.0,16.5,500,bruit_ambiant
Audio_20,33,16.5,17.0,500,bruit_ambiant
Audio_20,34,17.0,17.5,500,bruit_ambiant
Audio_20,35,17.5,18.0,500,bruit_ambiant
Audio_20,36,18.0,18.5,500,bruit_ambiant
Audio_20,37,18.5,19.0,500,bruit_ambiant
Audio_20,38,19.0,19.5,500,bruit_ambiant
Audio_20,39,19.5,20.0,500,bruit_ambiant
Audio_20,40,20.0,20.5,500,miction_active
Audio_20,41,20.5,21.0,500,miction_active
Audio_20,42,21.0,21.5,500,miction_active
Audio_20,43,21.5,22.0,500,miction_active
Audio_20,44,22.0,22.5,500,miction_active
Audio_20,45,22.5,23.0,500,miction_active
Audio_20,46,23.0,23.5,500,miction_active
Audio_20,47,23.5,24.0,500,miction_active
Audio_20,48,24.0,24.5,500,miction_active
Audio_20,49,24.5,25.0,500,miction_active
Audio_20,50,25.0,25.5,500,miction_active
Audio_20,51,25.5,26.0,500,miction_active
Audio_20,52,26.0,26.5,500,miction_active
Audio_20,53,26.5,27.0,500,miction_active
Audio_20,54,27.0,27.5,500,miction_active
Audio_20,55,27.5,28.0,500,miction_active
Audio_20,56,28.0,28.5,500,miction_active
Audio_20,57,28.5,29.0,500,miction_active
Audio_20,58,29.0,29.5,500,miction_active
Audio_20,59,29.5,30.0,500,miction_active
Audio_20,60,30.0,30.5,500,miction_active
Audio_20,61,30.5,31.0,500,miction_active
Audio_20,62,31.0,31.5,500,miction_active
Audio_20,63,31.5,32.0,500,miction_active
Audio_20,64,32.0,32.5,500,miction_active
Audio_20,65,32.5,33.0,500,miction_active
Audio_20,66,33.0,33.5,500,miction_active
Audio_20,67,33.5,34.0,500,miction_active
Audio_20,68,34.0,34.5,500,miction_active
Audio_20,69,34.5,35.0,500,miction_active
Audio_20,70,35.0,35.5,500,miction_active
Audio_20,71,35.5,36.0,500,miction_active
Audio_20,72,36.0,36.5,500,miction_active
Audio_20,73,36.5,37.0,500,miction_active
Audio_20,74,37.0,37.5,500,miction_active
Audio_20,75,37.5,38.0,500,miction_active
Audio_20,76,38.0,38.5,500,miction_active
Audio_20,77,38.5,39.0,500,miction_active
Audio_20,78,39.0,39.5,500,miction_active
Audio_20,79,39.5,40.0,500,miction_active
Audio_20,80,40.0,40.5,500,silence
Audio_20,81,40.5,41.0,500,silence
Audio_20,82,41.0,41.5,500,silence
Audio_20,83,41.5,42.0,500,silence
Audio_20,84,42.0,42.5,500,silence
Audio_20,85,42.5,43.0,500,silence
Audio_20,86,43.0,43.5,500,bruit_chasse
Audio_20,87,43.5,44.0,500,bruit_chasse
Audio_20,88,44.0,44.5,500,bruit_chasse
Audio_20,89,44.5,45.0,500,bruit_chasse
Audio_20,90,45.0,45.5,500,bruit_chasse
Audio_20,91,45.5,46.0,500,bruit_chasse
Audio_20,92,46.0,46.5,500,bruit_chasse
Audio_20,93,46.5,47.0,500,bruit_chasse
Audio_20,94,47.0,47.5,500,bruit_chasse
Audio_20,95,47.5,48.0,500,bruit_chasse
Audio_20,96,48.0,48.5,500,bruit_chasse
Audio_3,0,0.0,0.5,500,silence
Audio_3,1,0.5,1.0,500,silence
Audio_3,2,1.0,1.5,500,silence
Audio_3,3,1.5,2.0,500,silence
Audio_3,4,2.0,2.5,500,silence
Audio_3,5,2.5,3.0,500,silence
Audio_3,6,3.0,3.5,500,silence
Audio_3,7,3.5,4.0,500,silence
Audio_3,8,4.0,4.5,500,silence
Audio_3,9,4.5,5.0,500,silence
Audio_3,10,5.0,5.5,500,silence
Audio_3,11,5.5,6.0,500,silence
Audio_3,12,6.0,6.5,500,miction_active
Audio_3,13,6.5,7.0,500,miction_active
Audio_3,14,7.0,7.5,500,miction_active
Audio_3,15,7.5,8.0,500,miction_active
Audio_3,16,8.0,8.5,500,miction_active
Audio_3,17,8.5,9.0,500,miction_active
Audio_3,18,9.0,9.5,500,miction_active
Audio_3,19,9.5,10.0,500,miction_active
Audio_3,20,10.0,10.5,500,miction_active
Audio_3,21,10.5,11.0,500,miction_active
Audio_3,22,11.0,11.5,500,miction_active
Audio_3,23,11.5,12.0,500,miction_active
Audio_3,24,12.0,12.5,500,miction_active
Audio_3,25,12.5,13.0,500,miction_active
Audio_3,26,13.0,13.5,500,miction_active
Audio_3,27,13.5,14.0,500,miction_active
Audio_3,28,14.0,14.5,500,miction_active
Audio_3,29,14.5,15.0,500,miction_active
Audio_3,30,15.0,15.5,500,miction_active
Audio_3,31,15.5,16.0,500,miction_active
Audio_3,32,16.0,16.5,500,miction_active
Audio_3,33,16.5,17.0,500,miction_active
Audio_3,34,17.0,17.5,500,miction_active
Audio_3,35,17.5,18.0,500,miction_active
Audio_3,36,18.0,18.5,500,silence
Audio_3,37,18.5,19.0,500,silence
Audio_3,38,19.0,19.5,500,silence
Audio_3,39,19.5,20.0,500,silence
Audio_3,40,20.0,20.5,500,silence
Audio_3,41,20.5,21.0,500,silence
Audio_3,42,21.0,21.5,500,silence
Audio_3,43,21.5,22.0,500,silence
Audio_3,44,22.0,22.5,500,silence
Audio_3,45,22.5,23.0,500,silence
Audio_3,46,23.0,23.5,500,silence
Audio_3,47,23.5,24.0,500,silence
Audio_3,48,24.0,24.5,500,bruit_chasse
Audio_3,49,24.5,25.0,500,bruit_chasse
Audio_3,50,25.0,25.5,500,bruit_chasse
Audio_3,51,25.5,26.0,500,bruit_chasse
Audio_3,52,26.0,26.5,500,bruit_chasse
Audio_3,53,26.5,27.0,500,bruit_chasse
Audio_3,54,27.0,27.5,500,bruit_chasse
Audio_3,55,27.5,28.0,500,bruit_chasse
Audio_3,56,28.0,28.5,500,bruit_chasse
Audio_3,57,28.5,29.0,500,bruit_chasse
Audio_3,58,29.0,29.5,500,bruit_chasse
Audio_3,59,29.5,30.0,500,bruit_chasse
Audio_3,60,30.0,30.5,500,bruit_chasse
Audio_4,0,0.0,0.5,500,bruit_ambiant
Audio_4,1,0.5,1.0,500,bruit_ambiant
Audio_4,2,1.0,1.5,500,bruit_ambiant
Audio_4,3,1.5,2.0,500,bruit_ambiant
Audio_4,4,2.0,2.5,500,bruit_ambiant
Audio_4,5,2.5,3.0,500,bruit_ambiant
Audio_4,6,3.0,3.5,500,bruit_ambiant
Audio_4,7,3.5,4.0,500,bruit_ambiant
Audio_4,8,4.0,4.5,500,bruit_ambiant
Audio_4,9,4.5,5.0,500,bruit_ambiant
Audio_4,10,5.0,5.5,500,bruit_ambiant
Audio_4,11,5.5,6.0,500,bruit_ambiant
Audio_4,12,6.0,6.5,500,bruit_ambiant
Audio_4,13,6.5,7.0,500,bruit_ambiant
Audio_4,14,7.0,7.5,500,bruit_ambiant
Audio_4,15,7.5,8.0,500,bruit_ambiant
Audio_4,16,8.0,8.5,500,bruit_ambiant
Audio_4,17,8.5,9.0,500,bruit_ambiant
Audio_4,18,9.0,9.5,500,bruit_ambiant
Audio_4,19,9.5,10.0,500,bruit_ambiant
Audio_4,20,10.0,10.5,500,bruit_ambiant
Audio_4,21,10.5,11.0,500,bruit_ambiant
Audio_4,22,11.0,11.5,500,bruit_ambiant
Audio_4,23,11.5,12.0,500,bruit_ambiant
Audio_4,24,12.0,12.5,500,bruit_ambiant
Audio_4,25,12.5,13.0,500,bruit_ambiant
Audio_4,26,13.0,13.5,500,bruit_ambiant
Audio_4,27,13.5,14.0,500,bruit_ambiant
Audio_4,28,14.0,14.5,500,bruit_ambiant
Audio_4,29,14.5,15.0,500,bruit_ambiant
Audio_4,30,15.0,15.5,500,miction_active
Audio_4,31,15.5,16.0,500,miction_active
Audio_4,32,16.0,16.5,500,miction_active
Audio_4,33,16.5,17.0,500,miction_active
Audio_4,34,17.0,17.5,500,miction_active
Audio_4,35,17.5,18.0,500,miction_active
Audio_4,36,18.0,18.5,500,miction_active
Audio_4,37,18.5,19.0,500,miction_active
Audio_4,38,19.0,19.5,500,miction_active
Audio_4,39,19.5,20.0,500,miction_active
Audio_4,40,20.0,20.5,500,miction_active
Audio_4,41,20.5,21.0,500,miction_active
Audio_4,42,21.0,21.5,500,miction_active
Audio_4,43,21.5,22.0,500,miction_active
Audio_4,44,22.0,22.5,500,miction_active
Audio_4,45,22.5,23.0,500,miction_active
Audio_4,46,23.0,23.5,500,miction_active
Audio_4,47,23.5,24.0,500,miction_active
Audio_4,48,24.0,24.5,500,miction_active
Audio_4,49,24.5,25.0,500,miction_active
Audio_4,50,25.0,25.5,500,miction_active
Audio_4,51,25.5,26.0,500,miction_active
Audio_4,52,26.0,26.5,500,miction_active
Audio_4,53,26.5,27.0,500,miction_active
Audio_4,54,27.0,27.5,500,miction_active
Audio_4,55,27.5,28.0,500,miction_active
Audio_4,56,28.0,28.5,500,miction_active
Audio_4,57,28.5,29.0,500,miction_active
Audio_4,58,29.0,29.5,500,miction_active
Audio_4,59,29.5,30.0,500,miction_active
Audio_4,60,30.0,30.5,500,miction_active
Audio_4,61,30.5,31.0,500,miction_active
Audio_4,62,31.0,31.5,500,miction_active
Audio_4,63,31.5,32.0,500,miction_active
Audio_4,64,32.0,32.5,500,miction_active
Audio_4,65,32.5,33.0,500,miction_active
Audio_4,66,33.0,33.5,500,miction_active
Audio_4,67,33.5,34.0,500,miction_active
Audio_4,68,34.0,34.5,500,miction_active
Audio_4,69,34.5,35.0,500,miction_active
Audio_4,70,35.0,35.5,500,miction_active
Audio_4,71,35.5,36.0,500,miction_active
Audio_4,72,36.0,36.5,500,miction_active
Audio_4,73,36.5,37.0,500,miction_active
Audio_4,74,37.0,37.5,500,silence
Audio_4,75,37.5,38.0,500,silence
Audio_4,76,38.0,38.5,500,silence
Audio_4,77,38.5,39.0,500,silence
Audio_4,78,39.0,39.5,500,silence
Audio_4,79,39.5,40.0,500,silence
